TP,FP,FN,TN,Sensitivity,PPV,Specificity,Fscore,Name
0,162,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.4p.7_sorted
0,186,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.4p.8_sorted
0,167,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.4p.9_sorted
0,250,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.10_sorted
0,254,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.1_sorted
0,241,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.2_sorted
0,250,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.3_sorted
0,246,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.4_sorted
0,242,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.5_sorted
0,252,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.6_sorted
0,241,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.7_sorted
0,253,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.8_sorted
0,254,533,0,0.00,0.00,0.00,0.00,0t.breakdancer.A_J.chr19.8p.9_sorted
0,1,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.1p.1_sorted
0,1,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.1p.3_sorted
0,1,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.1p.6_sorted
0,9,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.10_sorted
0,4,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.1_sorted
0,4,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.2_sorted
0,6,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.3_sorted
0,4,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.4_sorted
0,9,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.5_sorted
0,5,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.6_sorted
0,6,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.7_sorted
0,8,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.8_sorted
0,4,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.0.5p.9_sorted
0,244,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.10_sorted
0,257,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.1_sorted
0,236,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.2_sorted
0,254,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.3_sorted
0,239,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.4_sorted
0,255,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.5_sorted
0,240,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.6_sorted
0,256,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.7_sorted
0,262,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.8_sorted
0,246,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.10p.9_sorted
0,311,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.10_sorted
0,287,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.1_sorted
0,289,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.2_sorted
0,296,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.3_sorted
0,292,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.4_sorted
0,299,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.5_sorted
0,298,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.6_sorted
0,291,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.7_sorted
0,310,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.8_sorted
0,294,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.16p.9_sorted
0,29,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.10_sorted
0,25,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.1_sorted
0,29,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.2_sorted
0,24,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.3_sorted
0,20,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.4_sorted
0,25,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.5_sorted
0,19,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.6_sorted
0,19,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.7_sorted
0,21,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.8_sorted
0,22,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.1p.9_sorted
0,74,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.10_sorted
0,70,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.1_sorted
0,64,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.2_sorted
0,67,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.3_sorted
0,79,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.4_sorted
0,69,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.5_sorted
0,75,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.6_sorted
0,70,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.7_sorted
0,81,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.8_sorted
0,62,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.2p.9_sorted
0,435,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.10_sorted
0,386,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.1_sorted
0,405,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.2_sorted
0,411,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.3_sorted
0,415,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.4_sorted
0,392,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.5_sorted
0,394,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.6_sorted
0,410,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.7_sorted
0,395,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.8_sorted
0,407,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.32p.9_sorted
0,138,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.10_sorted
0,151,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.1_sorted
0,141,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.2_sorted
0,159,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.3_sorted
0,163,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.4_sorted
0,155,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.5_sorted
0,142,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.6_sorted
0,162,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.7_sorted
0,164,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.8_sorted
0,148,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.4p.9_sorted
0,243,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.10_sorted
0,216,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.1_sorted
0,245,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.2_sorted
0,225,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.3_sorted
0,237,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.4_sorted
0,231,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.5_sorted
0,228,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.6_sorted
0,237,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.7_sorted
0,246,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.8_sorted
0,232,504,0,0.00,0.00,0.00,0.00,0t.breakdancer.AKR_J.chr19.8p.9_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.1p.10_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.1p.2_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.1p.4_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.1p.6_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.1p.7_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.1p.8_sorted
0,10,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.10_sorted
0,12,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.1_sorted
0,15,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.2_sorted
0,14,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.3_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.05p.3_sorted
0,19,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.4_sorted
0,1,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.05p.4_sorted
0,11,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.5_sorted
0,17,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.6_sorted
0,13,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.7_sorted
0,10,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.8_sorted
0,10,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.0.5p.9_sorted
0,247,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.10_sorted
0,266,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.1_sorted
0,249,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.2_sorted
0,251,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.3_sorted
0,246,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.4_sorted
0,251,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.5_sorted
0,248,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.6_sorted
0,256,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.7_sorted
0,263,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.8_sorted
0,260,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.10p.9_sorted
0,305,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.10_sorted
0,298,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.1_sorted
0,296,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.2_sorted
0,310,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.3_sorted
0,313,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.4_sorted
0,324,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.5_sorted
0,297,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.6_sorted
0,306,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.7_sorted
0,307,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.8_sorted
0,310,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.16p.9_sorted
0,39,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.10_sorted
0,40,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.1_sorted
0,40,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.2_sorted
0,43,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.3_sorted
0,43,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.4_sorted
0,30,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.5_sorted
0,26,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.6_sorted
0,27,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.7_sorted
0,34,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.8_sorted
0,40,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.1p.9_sorted
0,94,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.10_sorted
0,87,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.1_sorted
0,106,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.2_sorted
0,91,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.3_sorted
0,94,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.4_sorted
0,105,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.5_sorted
0,88,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.6_sorted
0,86,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.7_sorted
0,110,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.8_sorted
0,93,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.2p.9_sorted
0,381,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.10_sorted
0,385,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.1_sorted
0,381,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.2_sorted
0,403,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.3_sorted
0,391,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.4_sorted
0,403,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.5_sorted
0,403,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.6_sorted
0,394,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.7_sorted
0,388,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.8_sorted
0,392,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.32p.9_sorted
0,146,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.10_sorted
0,160,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.1_sorted
0,154,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.2_sorted
0,157,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.3_sorted
0,159,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.4_sorted
0,154,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.5_sorted
0,158,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.6_sorted
0,166,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.7_sorted
0,165,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.8_sorted
0,166,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.4p.9_sorted
0,224,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.10_sorted
0,217,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.1_sorted
0,234,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.2_sorted
0,220,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.3_sorted
0,238,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.4_sorted
0,230,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.5_sorted
0,230,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.6_sorted
0,241,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.7_sorted
0,229,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.8_sorted
0,226,545,0,0.00,0.00,0.00,0.00,0t.breakdancer.BALB_cJ.chr19.8p.9_sorted
0,1,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.1p.10_sorted
0,13,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.10_sorted
0,12,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.1_sorted
0,8,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.2_sorted
0,9,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.3_sorted
0,5,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.4_sorted
0,8,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.5_sorted
0,6,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.6_sorted
0,5,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.7_sorted
0,9,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.8_sorted
0,10,539,0,0.00,0.00,0.00,0.00,0t.breakdancer.C3H_HeJ.chr19.0.5p.9_sorted
