,tool,strain,length,flag,position,threshold
43,sniffles,LP_J,254254,TN,21881840,100
44,sniffles,LP_J,254254,TN,21881840,100
45,sniffles,LP_J,199843,TN,22136596,100
46,sniffles,LP_J,199843,TN,22136596,100
47,sniffles,LP_J,21785,TN,22409688,100
48,sniffles,LP_J,28641,TN,22431541,100
49,sniffles,LP_J,183811,TN,22460433,100
50,sniffles,LP_J,183811,TN,22460433,100
51,sniffles,LP_J,261746,TN,22797608,100
52,sniffles,LP_J,149268,TN,23059703,100
53,sniffles,LP_J,2169742,TN,23218404,100
54,sniffles,LP_J,2169742,TN,23218404,100
55,sniffles,LP_J,2169742,TN,23218404,100
56,sniffles,LP_J,2169742,TN,23218404,100
57,sniffles,LP_J,2169742,TN,23218404,100
58,sniffles,LP_J,2169742,TN,23218404,100
59,sniffles,LP_J,257394,TN,25674590,100
60,sniffles,LP_J,257394,TN,25674590,100
61,sniffles,LP_J,257394,TN,25674590,100
62,sniffles,LP_J,257394,TN,25674590,100
63,sniffles,LP_J,257394,TN,25674590,100
64,sniffles,LP_J,337217,TN,25932693,100
65,sniffles,LP_J,19855,TN,26270409,100
66,sniffles,LP_J,1202196,TN,26290641,100
67,sniffles,LP_J,1202196,TN,26290641,100
68,sniffles,LP_J,1202196,TN,26290641,100
69,sniffles,LP_J,253612,TN,27497767,100
70,sniffles,LP_J,153360,TN,28685415,100
71,sniffles,LP_J,40409,TN,28848778,100
72,sniffles,LP_J,783667,TN,29442404,100
73,sniffles,LP_J,783667,TN,29442404,100
74,sniffles,LP_J,783667,TN,29442404,100
75,sniffles,LP_J,371129,TN,30226321,100
76,sniffles,LP_J,30826,TN,30597646,100
77,sniffles,LP_J,24733,TN,30630098,100
78,sniffles,LP_J,301390,TN,30662256,100
79,sniffles,LP_J,301390,TN,30662256,100
80,sniffles,LP_J,301390,TN,30662256,100
81,sniffles,LP_J,461497,TN,30967825,100
82,sniffles,LP_J,461497,TN,30967825,100
83,sniffles,LP_J,104373,TN,31429786,100
84,sniffles,LP_J,100785,TN,31836364,100
85,sniffles,LP_J,100785,TN,31836364,100
86,sniffles,LP_J,100785,TN,31836364,100
87,sniffles,LP_J,100785,TN,31836364,100
88,sniffles,LP_J,53620,TN,31943809,100
89,sniffles,LP_J,205225,TN,31997953,100
90,sniffles,LP_J,205225,TN,31997953,100
91,sniffles,LP_J,167267,TN,32209571,100
92,sniffles,LP_J,64824,TN,32377039,100
93,sniffles,LP_J,4313598,TN,32448960,100
94,sniffles,LP_J,4313598,TN,32448960,100
95,sniffles,LP_J,4313598,TN,32448960,100
96,sniffles,LP_J,678028,TN,36803144,100
97,sniffles,LP_J,678028,TN,36803144,100
98,sniffles,LP_J,136094,TN,37481342,100
99,sniffles,LP_J,136094,TN,37481342,100
100,sniffles,LP_J,454480,TN,37624486,100
101,sniffles,LP_J,454480,TN,37624486,100
102,sniffles,LP_J,454480,TN,37624486,100
103,sniffles,LP_J,454480,TN,37624486,100
104,sniffles,LP_J,454480,TN,37624486,100
105,sniffles,LP_J,454480,TN,37624486,100
106,sniffles,LP_J,454480,TN,37624486,100
107,sniffles,LP_J,454480,TN,37624486,100
108,sniffles,LP_J,454480,TN,37624486,100
109,sniffles,LP_J,454480,TN,37624486,100
110,sniffles,LP_J,294713,TN,38080308,100
111,sniffles,LP_J,294713,TN,38080308,100
112,sniffles,LP_J,42842,TN,38382084,100
113,sniffles,LP_J,523436,TN,38428812,100
114,sniffles,LP_J,523436,TN,38428812,100
115,sniffles,LP_J,523436,TN,38428812,100
116,sniffles,LP_J,523436,TN,38428812,100
117,sniffles,LP_J,35989,TN,38952334,100
118,sniffles,LP_J,423913,TN,38988530,100
119,sniffles,LP_J,423913,TN,38988530,100
120,sniffles,LP_J,423913,TN,38988530,100
121,sniffles,LP_J,423913,TN,38988530,100
122,sniffles,LP_J,423913,TN,38988530,100
123,sniffles,LP_J,423913,TN,38988530,100
124,sniffles,LP_J,423913,TN,38988530,100
125,sniffles,LP_J,423913,TN,38988530,100
126,sniffles,LP_J,423913,TN,38988530,100
127,sniffles,LP_J,423913,TN,38988530,100
128,sniffles,LP_J,53217,TN,39419823,100
129,sniffles,LP_J,478208,TN,39473081,100
130,sniffles,LP_J,478208,TN,39473081,100
131,sniffles,LP_J,478208,TN,39473081,100
132,sniffles,LP_J,478208,TN,39473081,100
133,sniffles,LP_J,478208,TN,39473081,100
134,sniffles,LP_J,478208,TN,39473081,100
135,sniffles,LP_J,478208,TN,39473081,100
136,sniffles,LP_J,478208,TN,39473081,100
137,sniffles,LP_J,478208,TN,39473081,100
138,sniffles,LP_J,971688,TN,39951340,100
139,sniffles,LP_J,971688,TN,39951340,100
140,sniffles,LP_J,971688,TN,39951340,100
141,sniffles,LP_J,971688,TN,39951340,100
142,sniffles,LP_J,971688,TN,39951340,100
143,sniffles,LP_J,971688,TN,39951340,100
144,sniffles,LP_J,971688,TN,39951340,100
145,sniffles,LP_J,971688,TN,39951340,100
146,sniffles,LP_J,971688,TN,39951340,100
147,sniffles,LP_J,971688,TN,39951340,100
148,sniffles,LP_J,971688,TN,39951340,100
149,sniffles,LP_J,971688,TN,39951340,100
150,sniffles,LP_J,971688,TN,39951340,100
151,sniffles,LP_J,971688,TN,39951340,100
152,sniffles,LP_J,971688,TN,39951340,100
153,sniffles,LP_J,971688,TN,39951340,100
154,sniffles,LP_J,11645,TN,40923240,100
155,sniffles,LP_J,52304,TN,41472962,100
156,sniffles,LP_J,409466,TN,41526971,100
157,sniffles,LP_J,409466,TN,41526971,100
158,sniffles,LP_J,409466,TN,41526971,100
159,sniffles,LP_J,409466,TN,41526971,100
160,sniffles,LP_J,175825,TN,41936627,100
161,sniffles,LP_J,175825,TN,41936627,100
162,sniffles,LP_J,175825,TN,41936627,100
163,sniffles,LP_J,175825,TN,41936627,100
164,sniffles,LP_J,175825,TN,41936627,100
165,sniffles,LP_J,350901,TN,42112522,100
166,sniffles,LP_J,350901,TN,42112522,100
167,sniffles,LP_J,350901,TN,42112522,100
168,sniffles,LP_J,309128,TN,42463708,100
169,sniffles,LP_J,309128,TN,42463708,100
170,sniffles,LP_J,309128,TN,42463708,100
171,sniffles,LP_J,309128,TN,42463708,100
172,sniffles,LP_J,121915,TN,42817521,100
173,sniffles,LP_J,58593,TN,42939824,100
174,sniffles,LP_J,139947,TN,43005060,100
175,sniffles,LP_J,139947,TN,43005060,100
176,sniffles,LP_J,139947,TN,43005060,100
177,sniffles,LP_J,139947,TN,43005060,100
178,sniffles,LP_J,93902,TN,43145197,100
179,sniffles,LP_J,296818,TN,43239889,100
180,sniffles,LP_J,296818,TN,43239889,100
181,sniffles,LP_J,40935,TN,43537389,100
182,sniffles,LP_J,150520,TN,43578519,100
183,sniffles,LP_J,150520,TN,43578519,100
184,sniffles,LP_J,150520,TN,43578519,100
185,sniffles,LP_J,236296,TN,43865019,100
186,sniffles,LP_J,77377,TN,44141129,100
187,sniffles,LP_J,77377,TN,44141129,100
188,sniffles,LP_J,932739,TN,44224942,100
189,sniffles,LP_J,932739,TN,44224942,100
190,sniffles,LP_J,932739,TN,44224942,100
191,sniffles,LP_J,932739,TN,44224942,100
192,sniffles,LP_J,932739,TN,44224942,100
193,sniffles,LP_J,130504,TN,45157726,100
194,sniffles,LP_J,130504,TN,45157726,100
195,sniffles,LP_J,130504,TN,45157726,100
196,sniffles,LP_J,130504,TN,45157726,100
197,sniffles,LP_J,130504,TN,45157726,100
198,sniffles,LP_J,130504,TN,45157726,100
199,sniffles,LP_J,464488,TN,45288419,100
200,sniffles,LP_J,464488,TN,45288419,100
201,sniffles,LP_J,464488,TN,45288419,100
202,sniffles,LP_J,464488,TN,45288419,100
203,sniffles,LP_J,464488,TN,45288419,100
204,sniffles,LP_J,70581,TN,45759299,100
205,sniffles,LP_J,155768,TN,45830072,100
206,sniffles,LP_J,241066,TN,45986024,100
207,sniffles,LP_J,241066,TN,45986024,100
208,sniffles,LP_J,241066,TN,45986024,100
209,sniffles,LP_J,241066,TN,45986024,100
210,sniffles,LP_J,128864,TN,46227274,100
211,sniffles,LP_J,189275,TN,46356174,100
212,sniffles,LP_J,189275,TN,46356174,100
213,sniffles,LP_J,105809,TN,46545654,100
214,sniffles,LP_J,105809,TN,46545654,100
215,sniffles,LP_J,105809,TN,46545654,100
216,sniffles,LP_J,105809,TN,46545654,100
217,sniffles,LP_J,303807,TN,46651658,100
218,sniffles,LP_J,303807,TN,46651658,100
219,sniffles,LP_J,303807,TN,46651658,100
220,sniffles,LP_J,77399,TN,47117182,100
221,sniffles,LP_J,77399,TN,47117182,100
222,sniffles,LP_J,77399,TN,47117182,100
223,sniffles,LP_J,645436,TN,47460199,100
224,sniffles,LP_J,645436,TN,47460199,100
225,sniffles,LP_J,645436,TN,47460199,100
226,sniffles,LP_J,645436,TN,47460199,100
227,sniffles,LP_J,645436,TN,47460199,100
228,sniffles,LP_J,645436,TN,47460199,100
229,sniffles,LP_J,645436,TN,47460199,100
230,sniffles,LP_J,645436,TN,47460199,100
231,sniffles,LP_J,645436,TN,47460199,100
232,sniffles,LP_J,1764846,TN,48106029,100
233,sniffles,LP_J,1764846,TN,48106029,100
234,sniffles,LP_J,1764846,TN,48106029,100
235,sniffles,LP_J,1764846,TN,48106029,100
236,sniffles,LP_J,1764846,TN,48106029,100
237,sniffles,LP_J,1764846,TN,48106029,100
238,sniffles,LP_J,1764846,TN,48106029,100
239,sniffles,LP_J,1764846,TN,48106029,100
240,sniffles,LP_J,1764846,TN,48106029,100
241,sniffles,LP_J,197375,TN,49871099,100
242,sniffles,LP_J,248370,TN,50177900,100
243,sniffles,LP_J,248370,TN,50177900,100
244,sniffles,LP_J,248370,TN,50177900,100
245,sniffles,LP_J,117965,TN,50433119,100
246,sniffles,LP_J,40453,TN,50557877,100
247,sniffles,LP_J,139006,TN,50601957,100
248,sniffles,LP_J,139006,TN,50601957,100
249,sniffles,LP_J,139006,TN,50601957,100
250,sniffles,LP_J,11413,TN,50742768,100
251,sniffles,LP_J,72735,TN,50756163,100
252,sniffles,LP_J,72735,TN,50756163,100
253,sniffles,LP_J,28395,TN,50835067,100
254,sniffles,LP_J,28395,TN,50835067,100
255,sniffles,LP_J,28395,TN,50835067,100
256,sniffles,LP_J,25325,TN,50865987,100
257,sniffles,LP_J,25325,TN,50865987,100
258,sniffles,LP_J,748248,TN,51200887,100
259,sniffles,LP_J,748248,TN,51200887,100
260,sniffles,LP_J,748248,TN,51200887,100
261,sniffles,LP_J,748248,TN,51200887,100
262,sniffles,LP_J,748248,TN,51200887,100
263,sniffles,LP_J,768839,TN,51955742,100
264,sniffles,LP_J,768839,TN,51955742,100
265,sniffles,LP_J,768839,TN,51955742,100
266,sniffles,LP_J,768839,TN,51955742,100
267,sniffles,LP_J,768839,TN,51955742,100
268,sniffles,LP_J,768839,TN,51955742,100
269,sniffles,LP_J,768839,TN,51955742,100
270,sniffles,LP_J,242142,TN,52725794,100
271,sniffles,LP_J,242142,TN,52725794,100
272,sniffles,LP_J,242142,TN,52725794,100
273,sniffles,LP_J,242142,TN,52725794,100
274,sniffles,LP_J,14243,TN,52971307,100
275,sniffles,LP_J,891872,TN,52990947,100
276,sniffles,LP_J,891872,TN,52990947,100
277,sniffles,LP_J,1111988,TN,53882979,100
278,sniffles,LP_J,40926,TN,55001538,100
279,sniffles,LP_J,191866,TN,55042599,100
280,sniffles,LP_J,191866,TN,55042599,100
281,sniffles,LP_J,284119,TN,55234670,100
282,sniffles,LP_J,284119,TN,55234670,100
283,sniffles,LP_J,284119,TN,55234670,100
284,sniffles,LP_J,284119,TN,55234670,100
285,sniffles,LP_J,284119,TN,55234670,100
286,sniffles,LP_J,611041,TN,55694137,100
287,sniffles,LP_J,820886,TN,56305210,100
288,sniffles,LP_J,820886,TN,56305210,100
289,sniffles,LP_J,820886,TN,56305210,100
290,sniffles,LP_J,87856,TN,57126165,100
291,sniffles,LP_J,72728,TN,57331350,100
292,sniffles,LP_J,72728,TN,57331350,100
293,sniffles,LP_J,72728,TN,57331350,100
294,sniffles,LP_J,72728,TN,57331350,100
295,sniffles,LP_J,74185,TN,57404273,100
296,sniffles,LP_J,74185,TN,57404273,100
297,sniffles,LP_J,74185,TN,57404273,100
298,sniffles,LP_J,74185,TN,57404273,100
299,sniffles,LP_J,74185,TN,57404273,100
300,sniffles,LP_J,308492,TN,57478543,100
301,sniffles,LP_J,308492,TN,57478543,100
302,sniffles,LP_J,308492,TN,57478543,100
303,sniffles,LP_J,308492,TN,57478543,100
304,sniffles,LP_J,180087,TN,57832505,100
305,sniffles,LP_J,180087,TN,57832505,100
306,sniffles,LP_J,180087,TN,57832505,100
307,sniffles,LP_J,968441,TN,58014478,100
308,sniffles,LP_J,968441,TN,58014478,100
309,sniffles,LP_J,968441,TN,58014478,100
310,sniffles,LP_J,968441,TN,58014478,100
311,sniffles,LP_J,968441,TN,58014478,100
312,sniffles,LP_J,238912,TN,58982971,100
313,sniffles,LP_J,245958,TN,59224784,100
314,sniffles,LP_J,60488,TN,59470777,100
315,sniffles,LP_J,60488,TN,59470777,100
316,sniffles,LP_J,130613,TN,59531547,100
317,sniffles,LP_J,130613,TN,59531547,100
318,sniffles,LP_J,130613,TN,59531547,100
319,sniffles,LP_J,149021,TN,59665031,100
320,sniffles,LP_J,149021,TN,59665031,100
321,sniffles,LP_J,149021,TN,59665031,100
322,sniffles,LP_J,51796,TN,59820223,100
323,sniffles,LP_J,51796,TN,59820223,100
324,sniffles,LP_J,102685,TN,59874885,100
325,sniffles,LP_J,102685,TN,59874885,100
326,sniffles,LP_J,102685,TN,59874885,100
327,sniffles,LP_J,102685,TN,59874885,100
328,sniffles,LP_J,18868,TN,59999847,100
329,sniffles,LP_J,284345,TN,60024946,100
330,sniffles,LP_J,284345,TN,60024946,100
331,sniffles,LP_J,284345,TN,60024946,100
332,sniffles,LP_J,284345,TN,60024946,100
333,sniffles,LP_J,284345,TN,60024946,100
334,sniffles,LP_J,284345,TN,60024946,100
335,sniffles,LP_J,284345,TN,60024946,100
336,sniffles,LP_J,174302,TN,60354786,100
337,sniffles,LP_J,174302,TN,60354786,100
338,sniffles,LP_J,174302,TN,60354786,100
339,sniffles,LP_J,174302,TN,60354786,100
340,sniffles,LP_J,174302,TN,60354786,100
341,sniffles,LP_J,174302,TN,60354786,100
342,sniffles,LP_J,12925,TN,60572946,100
343,sniffles,LP_J,41369,TN,60586059,100
344,sniffles,LP_J,41369,TN,60586059,100
345,sniffles,LP_J,16169,TN,60627594,100
346,sniffles,LP_J,16169,TN,60627594,100
347,sniffles,LP_J,40532,TN,60650224,100
348,sniffles,LP_J,40532,TN,60650224,100
349,sniffles,LP_J,40532,TN,60650224,100
350,sniffles,LP_J,110680,TN,60690839,100
351,sniffles,LP_J,110680,TN,60690839,100
352,sniffles,LP_J,110680,TN,60690839,100
353,sniffles,LP_J,110680,TN,60690839,100
354,sniffles,LP_J,32698,TN,60801685,100
355,sniffles,LP_J,32698,TN,60801685,100
356,sniffles,LP_J,32698,TN,60801685,100
357,sniffles,LP_J,32698,TN,60801685,100
358,sniffles,LP_J,49251,TN,60834538,100
359,sniffles,LP_J,49251,TN,60834538,100
360,sniffles,LP_J,87424,TN,60934033,100
361,sniffles,LP_J,88435,TN,61025770,100
362,sniffles,LP_J,88435,TN,61025770,100
363,sniffles,LP_J,22546,TN,61132293,100
364,sniffles,LP_J,276690,TN,61154876,100
365,sniffles,LP_J,276690,TN,61154876,100
366,smoove,LP_J,6055201,TN,0,100
367,smoove,LP_J,7962523,TN,8890408,100
368,smoove,LP_J,164700,TN,16853146,100
369,smoove,LP_J,52201,TN,17020486,100
370,smoove,LP_J,2274,TN,17072764,100
371,smoove,LP_J,748,TN,17075574,100
372,smoove,LP_J,21981,TN,17076542,100
373,smoove,LP_J,27973,TN,17145758,100
374,smoove,LP_J,14900,TN,17231980,100
375,smoove,LP_J,11036,TN,17247084,100
376,smoove,LP_J,2719,TN,17258307,100
377,smoove,LP_J,5364,TN,17281610,100
378,smoove,LP_J,15093,TN,17287077,100
379,smoove,LP_J,215639,TN,17303230,100
380,smoove,LP_J,43959,TN,18100595,100
381,smoove,LP_J,50449,TN,18144663,100
382,smoove,LP_J,146917,TN,18249735,100
383,smoove,LP_J,21022,TN,18899131,100
384,smoove,LP_J,2165,TN,18924302,100
385,smoove,LP_J,868784,TN,18926807,100
386,smoove,LP_J,74443,TN,19795984,100
387,smoove,LP_J,74443,TN,19795984,100
388,smoove,LP_J,178484,TN,19916813,100
389,smoove,LP_J,44094,TN,20095734,100
390,smoove,LP_J,143879,TN,20144372,100
391,smoove,LP_J,1158418,TN,20290138,100
392,smoove,LP_J,1158418,TN,20290138,100
393,smoove,LP_J,1158418,TN,20290138,100
394,smoove,LP_J,1158418,TN,20290138,100
395,smoove,LP_J,24683,TN,21449705,100
396,smoove,LP_J,25933,TN,21474494,100
397,smoove,LP_J,14658,TN,21500704,100
398,smoove,LP_J,14658,TN,21500704,100
399,smoove,LP_J,16965,TN,21515578,100
400,smoove,LP_J,63907,TN,21534426,100
401,smoove,LP_J,10248,TN,21603744,100
402,smoove,LP_J,38051,TN,21881839,100
403,smoove,LP_J,38051,TN,21881839,100
404,smoove,LP_J,41684,TN,21934504,100
405,smoove,LP_J,41684,TN,21934504,100
406,smoove,LP_J,117388,TN,22136596,100
407,smoove,LP_J,21784,TN,22409688,100
408,smoove,LP_J,28641,TN,22431541,100
409,smoove,LP_J,183811,TN,22460433,100
410,smoove,LP_J,183811,TN,22460433,100
411,smoove,LP_J,70705,TN,22651680,100
412,smoove,LP_J,69224,TN,22728236,100
413,smoove,LP_J,261745,TN,22797608,100
414,smoove,LP_J,149267,TN,23059703,100
415,smoove,LP_J,35775,TN,23510746,100
416,smoove,LP_J,546396,TN,23548418,100
417,smoove,LP_J,546396,TN,23548418,100
418,smoove,LP_J,1579641,TN,24094897,100
419,smoove,LP_J,153477,TN,25674589,100
420,smoove,LP_J,153477,TN,25674589,100
421,smoove,LP_J,64518,TN,25830310,100
422,smoove,LP_J,15876,TN,25895125,100
423,smoove,LP_J,20793,TN,25911190,100
424,smoove,LP_J,304694,TN,25932693,100
425,smoove,LP_J,26100,TN,26243810,100
426,smoove,LP_J,19856,TN,26270408,100
427,smoove,LP_J,53252,TN,26290640,100
428,smoove,LP_J,48455,TN,26344060,100
429,smoove,LP_J,735678,TN,26395734,100
430,smoove,LP_J,359361,TN,27133476,100
431,smoove,LP_J,529118,TN,28156132,100
432,smoove,LP_J,13926,TN,28685415,100
433,smoove,LP_J,117781,TN,28699535,100
434,smoove,LP_J,30948,TN,28817663,100
435,smoove,LP_J,40408,TN,28848778,100
436,smoove,LP_J,40621,TN,28889327,100
437,smoove,LP_J,295356,TN,28930288,100
438,smoove,LP_J,322922,TN,29660833,100
439,smoove,LP_J,6660,TN,29984048,100
440,smoove,LP_J,228901,TN,29997169,100
441,smoove,LP_J,371129,TN,30226321,100
442,smoove,LP_J,30827,TN,30597645,100
443,smoove,LP_J,24733,TN,30630097,100
444,smoove,LP_J,189227,TN,30662256,100
445,smoove,LP_J,111716,TN,30851929,100
446,smoove,LP_J,111716,TN,30851929,100
447,smoove,LP_J,461496,TN,30967825,100
448,smoove,LP_J,461496,TN,30967825,100
449,smoove,LP_J,14614,TN,31534313,100
450,smoove,LP_J,1272,TN,31836363,100
451,smoove,LP_J,7249,TN,31841942,100
452,smoove,LP_J,87485,TN,31849663,100
453,smoove,LP_J,53619,TN,31943809,100
454,smoove,LP_J,35435,TN,31997953,100
455,smoove,LP_J,163428,TN,32039749,100
456,smoove,LP_J,167266,TN,32209571,100
457,smoove,LP_J,64824,TN,32377039,100
458,smoove,LP_J,8562,TN,32448960,100
459,smoove,LP_J,4304548,TN,32458010,100
460,smoove,LP_J,4304548,TN,32458010,100
461,smoove,LP_J,39097,TN,36763849,100
462,smoove,LP_J,254866,TN,36803143,100
463,smoove,LP_J,422766,TN,37058405,100
464,smoove,LP_J,422766,TN,37058405,100
465,smoove,LP_J,105360,TN,37481342,100
466,smoove,LP_J,22146,TN,37595290,100
467,smoove,LP_J,174268,TN,37624485,100
468,smoove,LP_J,44631,TN,37799249,100
469,smoove,LP_J,176106,TN,37844450,100
470,smoove,LP_J,176106,TN,37844450,100
471,smoove,LP_J,556,TN,38021220,100
472,smoove,LP_J,7063,TN,38021990,100
473,smoove,LP_J,48901,TN,38030064,100
474,smoove,LP_J,134895,TN,38080308,100
475,smoove,LP_J,159599,TN,38215422,100
476,smoove,LP_J,42842,TN,38382083,100
477,smoove,LP_J,403453,TN,38425087,100
478,smoove,LP_J,403453,TN,38425087,100
479,smoove,LP_J,403453,TN,38425087,100
480,smoove,LP_J,403453,TN,38425087,100
481,smoove,LP_J,123522,TN,38828726,100
482,smoove,LP_J,35989,TN,38952333,100
483,smoove,LP_J,2665,TN,39142996,100
484,smoove,LP_J,224802,TN,39156339,100
485,smoove,LP_J,4101,TN,39388318,100
486,smoove,LP_J,13784,TN,39398658,100
487,smoove,LP_J,771,TN,39419823,100
488,smoove,LP_J,89684,TN,39426845,100
489,smoove,LP_J,89684,TN,39426845,100
490,smoove,LP_J,89684,TN,39426845,100
491,smoove,LP_J,913,TN,39516781,100
492,smoove,LP_J,12930,TN,39524259,100
493,smoove,LP_J,62116,TN,39537801,100
494,smoove,LP_J,70955,TN,39607094,100
495,smoove,LP_J,262735,TN,39684453,100
496,smoove,LP_J,1877,TN,40018475,100
497,smoove,LP_J,5236,TN,40096341,100
498,smoove,LP_J,102119,TN,40102200,100
499,smoove,LP_J,31833,TN,40205370,100
500,smoove,LP_J,31833,TN,40205370,100
501,smoove,LP_J,31833,TN,40205370,100
502,smoove,LP_J,270541,TN,40237916,100
503,smoove,LP_J,60024,TN,40561754,100
504,smoove,LP_J,298421,TN,40624606,100
505,smoove,LP_J,6421,TN,40923240,100
506,smoove,LP_J,22680,TN,41371040,100
507,smoove,LP_J,35449,TN,41489816,100
508,smoove,LP_J,120978,TN,41526971,100
509,smoove,LP_J,281249,TN,41648149,100
510,smoove,LP_J,281249,TN,41648149,100
511,smoove,LP_J,6845,TN,41929591,100
512,smoove,LP_J,122920,TN,41936627,100
513,smoove,LP_J,25134,TN,42059738,100
514,smoove,LP_J,24478,TN,42085131,100
515,smoove,LP_J,24478,TN,42085131,100
516,smoove,LP_J,2645,TN,42109798,100
517,smoove,LP_J,2006,TN,42112522,100
518,smoove,LP_J,6363,TN,42558883,100
519,smoove,LP_J,6363,TN,42558883,100
520,smoove,LP_J,207372,TN,42565463,100
521,smoove,LP_J,110773,TN,42828663,100
522,smoove,LP_J,22608,TN,42939823,100
523,smoove,LP_J,519,TN,42962483,100
524,smoove,LP_J,34753,TN,42963664,100
525,smoove,LP_J,13940,TN,43005059,100
526,smoove,LP_J,26985,TN,43020054,100
527,smoove,LP_J,27800,TN,43047509,100
528,smoove,LP_J,63448,TN,43081559,100
529,smoove,LP_J,93902,TN,43145196,100
530,smoove,LP_J,112816,TN,43239889,100
531,smoove,LP_J,183186,TN,43353520,100
532,smoove,LP_J,183186,TN,43353520,100
533,smoove,LP_J,40934,TN,43537389,100
534,smoove,LP_J,55417,TN,43578519,100
535,smoove,LP_J,78999,TN,43634125,100
536,smoove,LP_J,151507,TN,43713324,100
537,smoove,LP_J,151507,TN,43713324,100
538,smoove,LP_J,86800,TN,43865019,100
539,smoove,LP_J,24135,TN,44141129,100
540,smoove,LP_J,120251,TN,44224942,100
541,smoove,LP_J,744441,TN,44345647,100
542,smoove,LP_J,744441,TN,44345647,100
543,smoove,LP_J,21588,TN,45198040,100
544,smoove,LP_J,21588,TN,45198040,100
545,smoove,LP_J,68412,TN,45219818,100
546,smoove,LP_J,410706,TN,45288418,100
547,smoove,LP_J,410706,TN,45288418,100
548,smoove,LP_J,410706,TN,45288418,100
549,smoove,LP_J,52855,TN,45706227,100
550,smoove,LP_J,52855,TN,45706227,100
551,smoove,LP_J,70580,TN,45759299,100
552,smoove,LP_J,84803,TN,45830072,100
553,smoove,LP_J,70773,TN,45915066,100
554,smoove,LP_J,62692,TN,45986024,100
555,smoove,LP_J,169209,TN,46048892,100
556,smoove,LP_J,169209,TN,46048892,100
557,smoove,LP_J,8777,TN,46218312,100
558,smoove,LP_J,132655,TN,46227274,100
559,smoove,LP_J,162775,TN,46360127,100
560,smoove,LP_J,22386,TN,46523063,100
561,smoove,LP_J,105809,TN,46545653,100
562,smoove,LP_J,105809,TN,46545653,100
563,smoove,LP_J,105809,TN,46545653,100
564,smoove,LP_J,105809,TN,46545653,100
565,smoove,LP_J,303806,TN,46651658,100
566,smoove,LP_J,303806,TN,46651658,100
567,smoove,LP_J,303806,TN,46651658,100
568,smoove,LP_J,200478,TN,46955652,100
569,smoove,LP_J,200478,TN,46955652,100
570,smoove,LP_J,1603,TN,47156602,100
571,smoove,LP_J,35629,TN,47158952,100
572,smoove,LP_J,497821,TN,47196447,100
573,smoove,LP_J,497821,TN,47196447,100
574,smoove,LP_J,254351,TN,47695214,100
575,smoove,LP_J,23440,TN,47950025,100
576,smoove,LP_J,29721,TN,47982350,100
577,smoove,LP_J,9722,TN,48095912,100
578,smoove,LP_J,23561,TN,48106029,100
579,smoove,LP_J,96116,TN,48129699,100
580,smoove,LP_J,201467,TN,48232285,100
581,smoove,LP_J,82744,TN,48433975,100
582,smoove,LP_J,82744,TN,48433975,100
583,smoove,LP_J,82744,TN,48433975,100
584,smoove,LP_J,20243,TN,49871098,100
585,smoove,LP_J,63186,TN,50114435,100
586,smoove,LP_J,16682,TN,50177899,100
587,smoove,LP_J,231400,TN,50194870,100
588,smoove,LP_J,231400,TN,50194870,100
589,smoove,LP_J,79867,TN,50471217,100
