,tool,strain,length,flag,position,threshold
179,sniffles,LP_J,58593,TN,42939824,10000
180,sniffles,LP_J,139947,TN,43005060,10000
181,sniffles,LP_J,139947,TN,43005060,10000
182,sniffles,LP_J,139947,TN,43005060,10000
183,sniffles,LP_J,139947,TN,43005060,10000
184,sniffles,LP_J,93902,TN,43145197,10000
185,sniffles,LP_J,296818,TN,43239889,10000
186,sniffles,LP_J,296818,TN,43239889,10000
187,sniffles,LP_J,40935,TN,43537389,10000
188,sniffles,LP_J,150520,TN,43578519,10000
189,sniffles,LP_J,150520,TN,43578519,10000
190,sniffles,LP_J,150520,TN,43578519,10000
191,sniffles,LP_J,236296,TN,43865019,10000
192,sniffles,LP_J,22930,TN,44101474,10000
193,sniffles,LP_J,16438,TN,44124491,10000
194,sniffles,LP_J,77377,TN,44141129,10000
195,sniffles,LP_J,77377,TN,44141129,10000
196,sniffles,LP_J,932739,TN,44224942,10000
197,sniffles,LP_J,932739,TN,44224942,10000
198,sniffles,LP_J,932739,TN,44224942,10000
199,sniffles,LP_J,932739,TN,44224942,10000
200,sniffles,LP_J,932739,TN,44224942,10000
201,sniffles,LP_J,130504,TN,45157726,10000
202,sniffles,LP_J,130504,TN,45157726,10000
203,sniffles,LP_J,130504,TN,45157726,10000
204,sniffles,LP_J,130504,TN,45157726,10000
205,sniffles,LP_J,130504,TN,45157726,10000
206,sniffles,LP_J,130504,TN,45157726,10000
207,sniffles,LP_J,464488,TN,45288419,10000
208,sniffles,LP_J,464488,TN,45288419,10000
209,sniffles,LP_J,464488,TN,45288419,10000
210,sniffles,LP_J,464488,TN,45288419,10000
211,sniffles,LP_J,464488,TN,45288419,10000
212,sniffles,LP_J,70581,TN,45759299,10000
213,sniffles,LP_J,155768,TN,45830072,10000
214,sniffles,LP_J,241066,TN,45986024,10000
215,sniffles,LP_J,241066,TN,45986024,10000
216,sniffles,LP_J,241066,TN,45986024,10000
217,sniffles,LP_J,241066,TN,45986024,10000
218,sniffles,LP_J,128864,TN,46227274,10000
219,sniffles,LP_J,128864,TN,46227274,10000
220,sniffles,LP_J,189275,TN,46356174,10000
221,sniffles,LP_J,189275,TN,46356174,10000
222,sniffles,LP_J,105809,TN,46545654,10000
223,sniffles,LP_J,105809,TN,46545654,10000
224,sniffles,LP_J,105809,TN,46545654,10000
225,sniffles,LP_J,105809,TN,46545654,10000
226,sniffles,LP_J,303807,TN,46651658,10000
227,sniffles,LP_J,303807,TN,46651658,10000
228,sniffles,LP_J,303807,TN,46651658,10000
229,sniffles,LP_J,100212,TN,46955652,10000
230,sniffles,LP_J,77399,TN,47117182,10000
231,sniffles,LP_J,77399,TN,47117182,10000
232,sniffles,LP_J,77399,TN,47117182,10000
233,sniffles,LP_J,645436,TN,47460199,10000
234,sniffles,LP_J,645436,TN,47460199,10000
235,sniffles,LP_J,645436,TN,47460199,10000
236,sniffles,LP_J,645436,TN,47460199,10000
237,sniffles,LP_J,645436,TN,47460199,10000
238,sniffles,LP_J,645436,TN,47460199,10000
239,sniffles,LP_J,645436,TN,47460199,10000
240,sniffles,LP_J,645436,TN,47460199,10000
241,sniffles,LP_J,645436,TN,47460199,10000
242,sniffles,LP_J,1764846,TN,48106029,10000
243,sniffles,LP_J,1764846,TN,48106029,10000
244,sniffles,LP_J,1764846,TN,48106029,10000
245,sniffles,LP_J,1764846,TN,48106029,10000
246,sniffles,LP_J,1764846,TN,48106029,10000
247,sniffles,LP_J,1764846,TN,48106029,10000
248,sniffles,LP_J,1764846,TN,48106029,10000
249,sniffles,LP_J,1764846,TN,48106029,10000
250,sniffles,LP_J,1764846,TN,48106029,10000
251,sniffles,LP_J,197375,TN,49871099,10000
252,sniffles,LP_J,248370,TN,50177900,10000
253,sniffles,LP_J,248370,TN,50177900,10000
254,sniffles,LP_J,248370,TN,50177900,10000
255,sniffles,LP_J,117965,TN,50433119,10000
256,sniffles,LP_J,40453,TN,50557877,10000
257,sniffles,LP_J,139006,TN,50601957,10000
258,sniffles,LP_J,139006,TN,50601957,10000
259,sniffles,LP_J,139006,TN,50601957,10000
260,sniffles,LP_J,11413,TN,50742768,10000
261,sniffles,LP_J,72735,TN,50756163,10000
262,sniffles,LP_J,72735,TN,50756163,10000
263,sniffles,LP_J,28395,TN,50835067,10000
264,sniffles,LP_J,28395,TN,50835067,10000
265,sniffles,LP_J,28395,TN,50835067,10000
266,sniffles,LP_J,25325,TN,50865987,10000
267,sniffles,LP_J,25325,TN,50865987,10000
268,sniffles,LP_J,748248,TN,51200887,10000
269,sniffles,LP_J,748248,TN,51200887,10000
270,sniffles,LP_J,748248,TN,51200887,10000
271,sniffles,LP_J,748248,TN,51200887,10000
272,sniffles,LP_J,748248,TN,51200887,10000
273,sniffles,LP_J,768839,TN,51955742,10000
274,sniffles,LP_J,768839,TN,51955742,10000
275,sniffles,LP_J,768839,TN,51955742,10000
276,sniffles,LP_J,768839,TN,51955742,10000
277,sniffles,LP_J,768839,TN,51955742,10000
278,sniffles,LP_J,768839,TN,51955742,10000
279,sniffles,LP_J,768839,TN,51955742,10000
280,sniffles,LP_J,242142,TN,52725794,10000
281,sniffles,LP_J,242142,TN,52725794,10000
282,sniffles,LP_J,242142,TN,52725794,10000
283,sniffles,LP_J,242142,TN,52725794,10000
284,sniffles,LP_J,14243,TN,52971307,10000
285,sniffles,LP_J,891872,TN,52990947,10000
286,sniffles,LP_J,891872,TN,52990947,10000
287,sniffles,LP_J,1111988,TN,53882979,10000
288,sniffles,LP_J,40926,TN,55001538,10000
289,sniffles,LP_J,191866,TN,55042599,10000
290,sniffles,LP_J,191866,TN,55042599,10000
291,sniffles,LP_J,284119,TN,55234670,10000
292,sniffles,LP_J,284119,TN,55234670,10000
293,sniffles,LP_J,284119,TN,55234670,10000
294,sniffles,LP_J,284119,TN,55234670,10000
295,sniffles,LP_J,284119,TN,55234670,10000
296,sniffles,LP_J,175002,TN,55519102,10000
297,sniffles,LP_J,611041,TN,55694137,10000
298,sniffles,LP_J,820886,TN,56305210,10000
299,sniffles,LP_J,820886,TN,56305210,10000
300,sniffles,LP_J,820886,TN,56305210,10000
301,sniffles,LP_J,87856,TN,57126165,10000
302,sniffles,LP_J,72728,TN,57331350,10000
303,sniffles,LP_J,72728,TN,57331350,10000
304,sniffles,LP_J,72728,TN,57331350,10000
305,sniffles,LP_J,72728,TN,57331350,10000
306,sniffles,LP_J,74185,TN,57404273,10000
307,sniffles,LP_J,74185,TN,57404273,10000
308,sniffles,LP_J,74185,TN,57404273,10000
309,sniffles,LP_J,74185,TN,57404273,10000
310,sniffles,LP_J,74185,TN,57404273,10000
311,sniffles,LP_J,308492,TN,57478543,10000
312,sniffles,LP_J,308492,TN,57478543,10000
313,sniffles,LP_J,308492,TN,57478543,10000
314,sniffles,LP_J,308492,TN,57478543,10000
315,sniffles,LP_J,180087,TN,57832505,10000
316,sniffles,LP_J,180087,TN,57832505,10000
317,sniffles,LP_J,180087,TN,57832505,10000
318,sniffles,LP_J,968441,TN,58014478,10000
319,sniffles,LP_J,968441,TN,58014478,10000
320,sniffles,LP_J,968441,TN,58014478,10000
321,sniffles,LP_J,968441,TN,58014478,10000
322,sniffles,LP_J,968441,TN,58014478,10000
323,sniffles,LP_J,238912,TN,58982971,10000
324,sniffles,LP_J,245958,TN,59224784,10000
325,sniffles,LP_J,60488,TN,59470777,10000
326,sniffles,LP_J,60488,TN,59470777,10000
327,sniffles,LP_J,130613,TN,59531547,10000
328,sniffles,LP_J,130613,TN,59531547,10000
329,sniffles,LP_J,130613,TN,59531547,10000
330,sniffles,LP_J,149021,TN,59665031,10000
331,sniffles,LP_J,149021,TN,59665031,10000
332,sniffles,LP_J,149021,TN,59665031,10000
333,sniffles,LP_J,51796,TN,59820223,10000
334,sniffles,LP_J,51796,TN,59820223,10000
335,sniffles,LP_J,102685,TN,59874885,10000
336,sniffles,LP_J,102685,TN,59874885,10000
337,sniffles,LP_J,102685,TN,59874885,10000
338,sniffles,LP_J,102685,TN,59874885,10000
339,sniffles,LP_J,20636,TN,59977686,10000
340,sniffles,LP_J,18868,TN,59999847,10000
341,sniffles,LP_J,284345,TN,60024946,10000
342,sniffles,LP_J,284345,TN,60024946,10000
343,sniffles,LP_J,284345,TN,60024946,10000
344,sniffles,LP_J,284345,TN,60024946,10000
345,sniffles,LP_J,284345,TN,60024946,10000
346,sniffles,LP_J,284345,TN,60024946,10000
347,sniffles,LP_J,284345,TN,60024946,10000
348,sniffles,LP_J,174302,TN,60354786,10000
349,sniffles,LP_J,174302,TN,60354786,10000
350,sniffles,LP_J,174302,TN,60354786,10000
351,sniffles,LP_J,174302,TN,60354786,10000
352,sniffles,LP_J,174302,TN,60354786,10000
353,sniffles,LP_J,174302,TN,60354786,10000
354,sniffles,LP_J,35326,TN,60537414,10000
355,sniffles,LP_J,12925,TN,60572946,10000
356,sniffles,LP_J,41369,TN,60586059,10000
357,sniffles,LP_J,41369,TN,60586059,10000
358,sniffles,LP_J,16169,TN,60627594,10000
359,sniffles,LP_J,16169,TN,60627594,10000
360,sniffles,LP_J,40532,TN,60650224,10000
361,sniffles,LP_J,40532,TN,60650224,10000
362,sniffles,LP_J,40532,TN,60650224,10000
363,sniffles,LP_J,110680,TN,60690839,10000
364,sniffles,LP_J,110680,TN,60690839,10000
365,sniffles,LP_J,110680,TN,60690839,10000
366,sniffles,LP_J,110680,TN,60690839,10000
367,sniffles,LP_J,32698,TN,60801685,10000
368,sniffles,LP_J,32698,TN,60801685,10000
369,sniffles,LP_J,32698,TN,60801685,10000
370,sniffles,LP_J,32698,TN,60801685,10000
371,sniffles,LP_J,49251,TN,60834538,10000
372,sniffles,LP_J,49251,TN,60834538,10000
373,sniffles,LP_J,87424,TN,60934033,10000
374,sniffles,LP_J,4077,TN,61021508,10000
375,sniffles,LP_J,88435,TN,61025770,10000
376,sniffles,LP_J,88435,TN,61025770,10000
377,sniffles,LP_J,3867,TN,61114797,10000
378,sniffles,LP_J,13534,TN,61118709,10000
379,sniffles,LP_J,22546,TN,61132293,10000
380,sniffles,LP_J,276690,TN,61154876,10000
381,sniffles,LP_J,276690,TN,61154876,10000
382,smoove,LP_J,6055201,TN,0,10000
383,smoove,LP_J,7962523,TN,8890408,10000
384,smoove,LP_J,164700,TN,16853146,10000
385,smoove,LP_J,52201,TN,17020486,10000
386,smoove,LP_J,2274,TN,17072764,10000
387,smoove,LP_J,2274,TN,17072764,10000
388,smoove,LP_J,2274,TN,17072764,10000
389,smoove,LP_J,748,TN,17075574,10000
390,smoove,LP_J,748,TN,17075574,10000
391,smoove,LP_J,748,TN,17075574,10000
392,smoove,LP_J,21981,TN,17076542,10000
393,smoove,LP_J,27973,TN,17145758,10000
394,smoove,LP_J,27973,TN,17145758,10000
395,smoove,LP_J,14900,TN,17231980,10000
396,smoove,LP_J,14900,TN,17231980,10000
397,smoove,LP_J,11036,TN,17247084,10000
398,smoove,LP_J,2719,TN,17258307,10000
399,smoove,LP_J,15271,TN,17261994,10000
400,smoove,LP_J,3064,TN,17277304,10000
401,smoove,LP_J,5364,TN,17281610,10000
402,smoove,LP_J,5364,TN,17281610,10000
403,smoove,LP_J,15093,TN,17287077,10000
404,smoove,LP_J,15093,TN,17287077,10000
405,smoove,LP_J,215639,TN,17303230,10000
406,smoove,LP_J,43959,TN,18100595,10000
407,smoove,LP_J,50449,TN,18144663,10000
408,smoove,LP_J,146917,TN,18249735,10000
409,smoove,LP_J,21022,TN,18899131,10000
410,smoove,LP_J,2165,TN,18924302,10000
411,smoove,LP_J,868784,TN,18926807,10000
412,smoove,LP_J,74443,TN,19795984,10000
413,smoove,LP_J,74443,TN,19795984,10000
414,smoove,LP_J,39446,TN,19876862,10000
415,smoove,LP_J,178484,TN,19916813,10000
416,smoove,LP_J,44094,TN,20095734,10000
417,smoove,LP_J,143879,TN,20144372,10000
418,smoove,LP_J,1158418,TN,20290138,10000
419,smoove,LP_J,1158418,TN,20290138,10000
420,smoove,LP_J,1158418,TN,20290138,10000
421,smoove,LP_J,1158418,TN,20290138,10000
422,smoove,LP_J,24683,TN,21449705,10000
423,smoove,LP_J,25933,TN,21474494,10000
424,smoove,LP_J,14658,TN,21500704,10000
425,smoove,LP_J,14658,TN,21500704,10000
426,smoove,LP_J,16965,TN,21515578,10000
427,smoove,LP_J,63907,TN,21534426,10000
428,smoove,LP_J,116,TN,21598752,10000
429,smoove,LP_J,10248,TN,21603744,10000
430,smoove,LP_J,38051,TN,21881839,10000
431,smoove,LP_J,38051,TN,21881839,10000
432,smoove,LP_J,41684,TN,21934504,10000
433,smoove,LP_J,41684,TN,21934504,10000
434,smoove,LP_J,117388,TN,22136596,10000
435,smoove,LP_J,21784,TN,22409688,10000
436,smoove,LP_J,28641,TN,22431541,10000
437,smoove,LP_J,183811,TN,22460433,10000
438,smoove,LP_J,183811,TN,22460433,10000
439,smoove,LP_J,70705,TN,22651680,10000
440,smoove,LP_J,69224,TN,22728236,10000
441,smoove,LP_J,261745,TN,22797608,10000
442,smoove,LP_J,149267,TN,23059703,10000
443,smoove,LP_J,281745,TN,23228914,10000
444,smoove,LP_J,35775,TN,23510746,10000
445,smoove,LP_J,546396,TN,23548418,10000
446,smoove,LP_J,546396,TN,23548418,10000
447,smoove,LP_J,1579641,TN,24094897,10000
448,smoove,LP_J,153477,TN,25674589,10000
449,smoove,LP_J,153477,TN,25674589,10000
450,smoove,LP_J,64518,TN,25830310,10000
451,smoove,LP_J,15876,TN,25895125,10000
452,smoove,LP_J,20793,TN,25911190,10000
453,smoove,LP_J,304694,TN,25932693,10000
454,smoove,LP_J,26100,TN,26243810,10000
455,smoove,LP_J,19856,TN,26270408,10000
456,smoove,LP_J,53252,TN,26290640,10000
457,smoove,LP_J,48455,TN,26344060,10000
458,smoove,LP_J,735678,TN,26395734,10000
459,smoove,LP_J,359361,TN,27133476,10000
460,smoove,LP_J,529118,TN,28156132,10000
461,smoove,LP_J,13926,TN,28685415,10000
462,smoove,LP_J,117781,TN,28699535,10000
463,smoove,LP_J,30948,TN,28817663,10000
464,smoove,LP_J,40408,TN,28848778,10000
465,smoove,LP_J,40621,TN,28889327,10000
466,smoove,LP_J,295356,TN,28930288,10000
467,smoove,LP_J,322922,TN,29660833,10000
468,smoove,LP_J,6660,TN,29984048,10000
469,smoove,LP_J,228901,TN,29997169,10000
470,smoove,LP_J,371129,TN,30226321,10000
471,smoove,LP_J,30827,TN,30597645,10000
472,smoove,LP_J,24733,TN,30630097,10000
473,smoove,LP_J,24733,TN,30630097,10000
474,smoove,LP_J,189227,TN,30662256,10000
475,smoove,LP_J,111716,TN,30851929,10000
476,smoove,LP_J,111716,TN,30851929,10000
477,smoove,LP_J,461496,TN,30967825,10000
478,smoove,LP_J,461496,TN,30967825,10000
479,smoove,LP_J,103262,TN,31429786,10000
480,smoove,LP_J,14614,TN,31534313,10000
481,smoove,LP_J,1272,TN,31836363,10000
482,smoove,LP_J,7249,TN,31841942,10000
483,smoove,LP_J,87485,TN,31849663,10000
484,smoove,LP_J,53619,TN,31943809,10000
485,smoove,LP_J,35435,TN,31997953,10000
486,smoove,LP_J,163428,TN,32039749,10000
487,smoove,LP_J,167266,TN,32209571,10000
488,smoove,LP_J,64824,TN,32377039,10000
489,smoove,LP_J,8562,TN,32448960,10000
490,smoove,LP_J,4304548,TN,32458010,10000
491,smoove,LP_J,4304548,TN,32458010,10000
492,smoove,LP_J,39097,TN,36763849,10000
493,smoove,LP_J,254866,TN,36803143,10000
494,smoove,LP_J,422766,TN,37058405,10000
495,smoove,LP_J,422766,TN,37058405,10000
496,smoove,LP_J,105360,TN,37481342,10000
497,smoove,LP_J,3163,TN,37586874,10000
498,smoove,LP_J,4757,TN,37590101,10000
499,smoove,LP_J,22146,TN,37595290,10000
500,smoove,LP_J,174268,TN,37624485,10000
501,smoove,LP_J,44631,TN,37799249,10000
502,smoove,LP_J,176106,TN,37844450,10000
503,smoove,LP_J,176106,TN,37844450,10000
504,smoove,LP_J,556,TN,38021220,10000
505,smoove,LP_J,556,TN,38021220,10000
506,smoove,LP_J,556,TN,38021220,10000
507,smoove,LP_J,7063,TN,38021990,10000
508,smoove,LP_J,7063,TN,38021990,10000
509,smoove,LP_J,7063,TN,38021990,10000
510,smoove,LP_J,48901,TN,38030064,10000
511,smoove,LP_J,134895,TN,38080308,10000
512,smoove,LP_J,159599,TN,38215422,10000
513,smoove,LP_J,42842,TN,38382083,10000
514,smoove,LP_J,403453,TN,38425087,10000
515,smoove,LP_J,403453,TN,38425087,10000
516,smoove,LP_J,403453,TN,38425087,10000
517,smoove,LP_J,403453,TN,38425087,10000
518,smoove,LP_J,123522,TN,38828726,10000
519,smoove,LP_J,35989,TN,38952333,10000
520,smoove,LP_J,25660,TN,38988530,10000
521,smoove,LP_J,116943,TN,39014513,10000
522,smoove,LP_J,7347,TN,39135453,10000
523,smoove,LP_J,7347,TN,39135453,10000
524,smoove,LP_J,2665,TN,39142996,10000
525,smoove,LP_J,2665,TN,39142996,10000
526,smoove,LP_J,224802,TN,39156339,10000
527,smoove,LP_J,4101,TN,39388318,10000
528,smoove,LP_J,13784,TN,39398658,10000
529,smoove,LP_J,771,TN,39419823,10000
530,smoove,LP_J,89684,TN,39426845,10000
531,smoove,LP_J,89684,TN,39426845,10000
532,smoove,LP_J,89684,TN,39426845,10000
533,smoove,LP_J,913,TN,39516781,10000
534,smoove,LP_J,12930,TN,39524259,10000
535,smoove,LP_J,62116,TN,39537801,10000
536,smoove,LP_J,70955,TN,39607094,10000
537,smoove,LP_J,262735,TN,39684453,10000
538,smoove,LP_J,1963,TN,39949325,10000
539,smoove,LP_J,7937,TN,39951340,10000
540,smoove,LP_J,7937,TN,39951340,10000
541,smoove,LP_J,2310,TN,39959767,10000
542,smoove,LP_J,1877,TN,40018475,10000
543,smoove,LP_J,69138,TN,40026706,10000
544,smoove,LP_J,5236,TN,40096341,10000
545,smoove,LP_J,102119,TN,40102200,10000
546,smoove,LP_J,31833,TN,40205370,10000
547,smoove,LP_J,31833,TN,40205370,10000
548,smoove,LP_J,31833,TN,40205370,10000
549,smoove,LP_J,270541,TN,40237916,10000
550,smoove,LP_J,30550,TN,40516729,10000
551,smoove,LP_J,11502,TN,40547391,10000
552,smoove,LP_J,60024,TN,40561754,10000
553,smoove,LP_J,298421,TN,40624606,10000
554,smoove,LP_J,6421,TN,40923240,10000
555,smoove,LP_J,6421,TN,40923240,10000
556,smoove,LP_J,4766,TN,40930119,10000
557,smoove,LP_J,4766,TN,40930119,10000
558,smoove,LP_J,4766,TN,40930119,10000
559,smoove,LP_J,22680,TN,41371040,10000
560,smoove,LP_J,35449,TN,41489816,10000
561,smoove,LP_J,120978,TN,41526971,10000
562,smoove,LP_J,281249,TN,41648149,10000
563,smoove,LP_J,281249,TN,41648149,10000
